"","Reef2","year","time_since_closure","rugosity","year_established","Reef","mean.biomass","SD","time_since_closure.x","mean.biomass.ha","SD.ha","time_since_closure.y","ben_pc1","long","lat","npp_mean","npp_min","npp_max","npp_sd","npp_interann_sd","npp_flag","tsa_max.y","tsa_max.lag.sc","npp_mean_sc","ben_pc1_sc","rugosity_sc","time_since_closure_sc","log.biomass"
"44","Mombasa",2007,16,1.3,1991,"Mombasa",1184.9,823.632176520563,16,2369.8,1647.26435304113,16,1.78682609658784,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.338868418,0.295616624051449,-0.614450820620645,1.07718370861707,-0.2528260815885,-0.917456828214383,3.37471169514026
"45","Mombasa",2008,17,1.3,1991,"Mombasa",568.65,54.461364286988,17,1137.3,108.922728573976,17,1.88113080946716,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.224201752,-0.0283763290037519,-0.614450820620645,1.15245918453311,-0.252826081588496,-0.836553175585379,3.0558750391461
"46","Mombasa",2009,18,1.35,1991,"Mombasa_Sharkpoint",441.326803771,NA,18,882.653607542,NA,18,1.23147584134196,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.519868418,0.807035736062531,-0.614450820620645,0.633894571867109,0.600413026782644,-0.755649522956374,2.94579030057851
"47","Mombasa",2009,18,1.35,1991,"Mombasa Starfish",271.055,62.9537167290383,18,542.11,125.907433458077,18,1.23147584134196,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.519868418,0.807035736062531,-0.614450820620645,0.633894571867109,0.600413026782644,-0.755649522956374,2.73408741854192
"48","Mombasa",2009,18,1.35,1991,"Mombasa",432.164,136.537420804701,18,864.328,273.074841609402,18,1.23147584134196,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.519868418,0.807035736062531,-0.614450820620645,0.633894571867109,0.600413026782644,-0.755649522956374,2.93667858224516
"49","Mombasa",2009,18,1.35,1991,"Kasa_Mombasa",1213.4397655,NA,18,2426.879531,NA,18,1.23147584134196,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.519868418,0.807035736062531,-0.614450820620645,0.633894571867109,0.600413026782644,-0.755649522956374,3.38504821872153
"50","Mombasa",2010,19,1.25,1991,"Mombasa",225.78,81.2473146222897,19,451.56,162.494629244579,19,1.00510093725487,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,-0.153798248,-1.09642287231971,-0.614450820620645,0.453198632922795,-1.10606518995964,-0.674745870327369,2.65471546436749
"51","Mombasa",2011,20,1.25,1991,"Mombasa",481.7575,146.657479267169,20,963.515,293.314958534337,20,0.859887253159344,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.441201752,0.584761501418374,-0.614450820620645,0.337286831210401,-1.10606518995964,-0.593842217698364,2.98385848013991
"52","Mombasa",2013,22,1.35,1991,"Bamburi Wreck",587.1616892365,203.397117610949,22,1174.323378473,406.794235221899,22,1.03861549004428,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.185201752,-0.138571607282383,-0.614450820620645,0.479950465724243,0.600413026782644,-0.432034912440354,3.06978770691809
"53","Mombasa",2013,22,1.35,1991,"Mombasa",428.1330814405,68.3420439405332,22,856.266162881,136.684087881066,22,1.03861549004428,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.185201752,-0.138571607282383,-0.614450820620645,0.479950465724243,0.600413026782644,-0.432034912440354,2.93260878232095
"54","Mombasa",2013,22,1.35,1991,"Mombasa park forereef",641.3345317185,74.1441500723899,22,1282.669063437,148.28830014478,22,1.03861549004428,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.185201752,-0.138571607282383,-0.614450820620645,0.479950465724243,0.600413026782644,-0.432034912440354,3.10811462016105
"55","Mombasa",2014,23,1.29516836789385,1991,"Mombasa_Sharkpoint",576.467438448,NA,23,1152.934876896,NA,23,1.01331380345823,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.717535085,1.36554684827983,-0.614450820620645,0.459754269361493,-0.335276830993146,-0.35113125981135,3.06180477702283
"56","Mombasa",2014,23,1.29516836789385,1991,"Mombasa_Braincoral",415.93263733,NA,23,831.86527466,NA,23,1.01331380345823,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.717535085,1.36554684827983,-0.614450820620645,0.459754269361493,-0.335276830993146,-0.35113125981135,2.92005299551004
"57","Mombasa",2014,23,1.29516836789385,1991,"Mombasa_Sandpatch",409.1566319,NA,23,818.3132638,NA,23,1.01331380345823,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.717535085,1.36554684827983,-0.614450820620645,0.459754269361493,-0.335276830993146,-0.35113125981135,2.91291959058519
"58","Mombasa",2014,23,1.29516836789385,1991,"Mombasa_Greenturtle",370.058942038,NA,23,740.117884076,NA,23,1.01331380345823,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.717535085,1.36554684827983,-0.614450820620645,0.459754269361493,-0.335276830993146,-0.35113125981135,2.86930089855027
"59","Mombasa",2015,24,1.29357032064986,1991,"Mombasa",842.4272358115,401.26107486819,24,1684.854471623,802.52214973638,24,0.958596910088299,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.603201752,1.04249573426807,-0.614450820620645,0.416078401387221,-0.362547159105079,-0.270227607182345,3.22656239488063
"60","Mombasa",2016,25,1.3,1991,"Mombasa Coral Gardens",1301.020936775,287.471409882255,25,2602.04187355,574.94281976451,25,0.508868523755827,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.314201752,0.225920467023858,-0.614450820620645,0.0570982690003071,-0.252826081588496,-0.18932395455334,3.41531428119766
"61","Mombasa",2016,25,1.3,1991,"Mombasa Lobster bank",580.858072262,NA,25,1161.716144524,NA,25,0.508868523755827,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.314201752,0.225920467023858,-0.614450820620645,0.0570982690003071,-0.252826081588496,-0.18932395455334,3.06510002484735
"62","Mombasa",2016,25,1.3,1991,"Mombasa_Braincoral",367.327066819,86.2551882105403,25,734.654133638,172.510376421081,25,0.508868523755827,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.314201752,0.225920467023858,-0.614450820620645,0.0570982690003071,-0.252826081588496,-0.18932395455334,2.86608292656042
"63","Mombasa",2017,26,1.29038604584854,1991,"Mombasa_Sandpatch",463.32352766,NA,26,926.64705532,NA,26,0.768817625050133,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.561750139,0.92537337453389,-0.614450820620645,0.264593649840028,-0.416886114950746,-0.108420301924335,2.96691434998644
"64","Mombasa",2017,26,1.29038604584854,1991,"Mombasa_Greenturtle",309.900424211,NA,26,619.800848422,NA,26,0.768817625050133,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.561750139,0.92537337453389,-0.614450820620645,0.264593649840028,-0.416886114950746,-0.108420301924335,2.792252166393
"65","Mombasa",2017,26,1.29038604584854,1991,"Mombasa_Braincoral",395.02402489,NA,26,790.04804978,NA,26,0.768817625050133,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.561750139,0.92537337453389,-0.614450820620645,0.264593649840028,-0.416886114950746,-0.108420301924335,2.89765350536604
"66","Mombasa",2018,27,1.35,1991,"Mombasa",779.7134202485,243.332438451198,27,1559.426840497,486.664876902395,27,1.00172560610044,39.74766,-3.99434,956.8565358,666.2170616,1514.031643,215.6300451,178.7787082,1,0.229814655,-0.0125169595669323,-0.614450820620645,0.450504391550691,0.600413026782644,-0.0275166492953302,3.19296500492597
"67","Watamu",1992,20,1.2,1972,"Watamu",396.943333333333,145.171256222895,20,793.886666666667,290.342512445789,20,0.16618367900062,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.16999414,-0.181541018469394,0.589213068263988,-0.216438057982331,-1.95930429833078,-0.593842217698364,2.89975850802611
"68","Watamu",1993,21,1.3,1972,"Watamu",723.37,71.3315407095627,21,1446.74,142.663081419125,21,0.512160722481306,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.111156398,-0.975937474189825,0.589213068263988,0.0597261527857941,-0.252826081588496,-0.512938565069359,3.16039048916254
"69","Watamu",1994,22,1.3,1972,"Watamu",927.45,303.516057071121,22,1854.9,607.032114142242,22,0.713368389403972,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.070823064,-0.861974834086365,0.589213068263988,0.220333214968797,-0.252826081588496,-0.432034912440354,3.26832050121854
"70","Watamu",1995,23,1.3,1972,"Watamu",538.765,113.962105251409,23,1077.53,227.924210502819,23,1.03630976592108,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.367843602,0.377486584668232,0.589213068263988,0.478110001176859,-0.252826081588496,-0.35113125981135,3.03242937039016
"71","Watamu",1996,24,1.3,1972,"Watamu",479.796666666667,118.682557409812,24,959.593333333333,237.365114819624,24,0.612056598554881,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.200156398,-1.22740875026157,0.589213068263988,0.139464581374307,-0.252826081588496,-0.270227607182345,2.98208722209425
"72","Watamu",1997,25,1.3,1972,"Watamu",515.11,68.4875674849092,25,1030.22,136.975134969818,25,0.357032316555834,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.063176936,-0.483355160000812,0.589213068263988,-0.0640997327675543,-0.252826081588496,-0.18932395455334,3.01292997672814
"73","Watamu",1999,27,1.3,1972,"Watamu",588.093333333333,158.915437366334,27,1176.18666666667,317.830874732669,27,-0.809251940317105,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.237510269,0.00922715136268119,0.589213068263988,-0.995045809681427,-0.252826081588496,-0.0275166492953302,3.07047625190166
"74","Watamu",2000,28,1.3,1972,"Watamu",678.86,93.7949417612699,28,1357.72,187.58988352254,28,-0.900351660496874,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.119360699,-0.999118890389227,0.589213068263988,-1.06776301100651,-0.252826081588496,0.0533870033336746,3.13281021545774
"75","Watamu",2001,29,1.2,1972,"Watamu",741.143333333333,128.684921546129,29,1482.28666666667,257.369843092258,29,-1.34403986451642,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.524199408,-2.14299874157427,0.589213068263988,-1.42192177673695,-1.95930429833078,0.134290655962679,3.17093220209951
"76","Watamu",2002,30,1.3,1972,"Watamu",869.71,207.298900382998,30,1739.42,414.597800765995,30,-2.07763258898898,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,1.168843602,2.64072806931396,0.589213068263988,-2.00748680076581,-0.252826081588496,0.215194308591684,3.24040445932246
"77","Watamu",2004,32,1.3,1972,"Watamu",810.753333333333,174.591155083336,32,1621.50666666667,349.182310166671,32,-2.04995492690587,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.424823064,-1.86220889846163,0.589213068263988,-1.98539406412586,-0.252826081588496,0.377001613849694,3.20991873857211
"78","Watamu",2005,33,1.3,1972,"Watamu",956.97,NA,33,1913.94,NA,33,-1.810234466527,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.036156398,-0.76402347750015,0.589213068263988,-1.7940454963727,-0.252826081588496,0.457905266478699,3.28192831898035
"79","Watamu",2006,34,1.3,1972,"Watamu",846.215,80.3235364012317,34,1692.43,160.647072802463,34,-2.31556926336585,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,-0.062263924,-0.837790813211345,0.589213068263988,-2.19741152302777,-0.252826081588496,0.538808919107704,3.22851071502784
"80","Watamu",2007,35,1.3,1972,"Watamu",945.845,215.059313756306,35,1891.69,430.118627512612,35,-2.23362389001214,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.367176936,0.375602906581337,0.589213068263988,-2.13200146249122,-0.252826081588496,0.619712571736709,3.2768499680488
"81","Watamu",2009,37,1.2,1972,"Watamu",1102.07,236.696923934385,37,2204.14,473.39384786877,37,-1.33810788202371,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.532510269,0.842755538342069,0.589213068263988,-1.41718677684531,-1.95930429833078,0.781519876994718,3.34323917606744
"82","Watamu",2011,39,1.6,1972,"Watamu",946.005,367.250048944857,39,1892.01,734.500097889714,39,-0.965377772064215,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.496176936,0.740094980887578,0.589213068263988,-1.11966785590504,4.86660856863834,0.943327182252728,3.27692342748509
"83","Watamu",2013,41,1.3,1972,"Watamu",846.5331894715,369.241082263952,41,1693.066378943,738.482164527903,41,-2.3584176761275,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.099176936,-0.381636441589768,0.589213068263988,-2.23161378677897,-0.252826081588496,1.10513448751074,3.22867398554162
"84","Watamu",2014,42,1.33485984729896,1972,"Watamu Canyon",386.456861447,NA,42,772.913722894,NA,42,-1.28545478570445,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.714510269,1.35700017030901,0.589213068263988,-1.37515826349882,0.342049618957818,1.18603814013974,2.88813101815861
"85","Watamu",2014,42,1.33485984729896,1972,"Watamu Caracas",927.43527099,NA,42,1854.87054198,NA,42,-1.28545478570445,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.714510269,1.35700017030901,0.589213068263988,-1.37515826349882,0.342049618957818,1.18603814013974,3.26831360405043
"86","Watamu",2014,42,1.33485984729896,1972,"Watamu Deep reef",530.063232637,NA,42,1060.126465274,NA,42,-1.28545478570445,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.714510269,1.35700017030901,0.589213068263988,-1.37515826349882,0.342049618957818,1.18603814013974,3.02535767648605
"87","Watamu",2014,42,1.33485984729896,1972,"Watamu Tewa",605.45215795,NA,42,1210.9043159,NA,42,-1.28545478570445,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.714510269,1.35700017030901,0.589213068263988,-1.37515826349882,0.342049618957818,1.18603814013974,3.08310982710803
"88","Watamu",2016,44,1.3,1972,"Watamu",914.169339327,217.009354239975,44,1828.338678654,434.01870847995,44,-1.76972343305564,39.991845,-3.383981,1365.1467,909.8648067,2316.955744,320.8173493,258.675886,1,0.212176936,-0.0623526865773245,0.589213068263988,-1.76170896481133,-0.252826081588496,1.34784544539775,3.26205664689383
